CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Condition,Count,Footnote
23T046,UNIVERSITY OF MICHIGAN HOSPITAL,1500 E. MEDICAL CENTER DR.,-,ANN ARBOR,MI,48109,Washtenaw,(734) 936-7114,5,Nervous system disorder (excluding stroke),20,-
23T046,UNIVERSITY OF MICHIGAN HOSPITAL,1500 E. MEDICAL CENTER DR.,-,ANN ARBOR,MI,48109,Washtenaw,(734) 936-7114,5,Spinal cord disease or condition (non-traumatic),42,-
23T046,UNIVERSITY OF MICHIGAN HOSPITAL,1500 E. MEDICAL CENTER DR.,-,ANN ARBOR,MI,48109,Washtenaw,(734) 936-7114,5,Spinal cord injury (traumatic),16,-
23T046,UNIVERSITY OF MICHIGAN HOSPITAL,1500 E. MEDICAL CENTER DR.,-,ANN ARBOR,MI,48109,Washtenaw,(734) 936-7114,5,Stroke,17,-
23T047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE ROAD,-,CLINTON TOWNSHIP,MI,48038,Macomb,(586) 263-2489,5,All other conditions,151,-
23T047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE ROAD,-,CLINTON TOWNSHIP,MI,48038,Macomb,(586) 263-2489,5,Brain disease or condition (non-traumatic),131,-
23T047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE ROAD,-,CLINTON TOWNSHIP,MI,48038,Macomb,(586) 263-2489,5,Brain injury (traumatic),26,-
23T047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE ROAD,-,CLINTON TOWNSHIP,MI,48038,Macomb,(586) 263-2489,5,Hip or femur fracture,Less than 11,1
23T047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE ROAD,-,CLINTON TOWNSHIP,MI,48038,Macomb,(586) 263-2489,5,"Hip or knee replacement, amputation or other bone or joint condition",28,-
23T047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE ROAD,-,CLINTON TOWNSHIP,MI,48038,Macomb,(586) 263-2489,5,Nervous system disorder (excluding stroke),90,-
23T047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE ROAD,-,CLINTON TOWNSHIP,MI,48038,Macomb,(586) 263-2489,5,Spinal cord disease or condition (non-traumatic),28,-
23T047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE ROAD,-,CLINTON TOWNSHIP,MI,48038,Macomb,(586) 263-2489,5,Spinal cord injury (traumatic),Less than 11,1
23T047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE ROAD,-,CLINTON TOWNSHIP,MI,48038,Macomb,(586) 263-2489,5,Stroke,119,-
23T054,UP HEALTH SYSTEM - MARQUETTE,850 W BARAGA AVE,-,MARQUETTE,MI,49855,Marquette,(906) 449-3800,5,All other conditions,77,-
23T054,UP HEALTH SYSTEM - MARQUETTE,850 W BARAGA AVE,-,MARQUETTE,MI,49855,Marquette,(906) 449-3800,5,Brain disease or condition (non-traumatic),27,-
23T054,UP HEALTH SYSTEM - MARQUETTE,850 W BARAGA AVE,-,MARQUETTE,MI,49855,Marquette,(906) 449-3800,5,Brain injury (traumatic),24,-
23T054,UP HEALTH SYSTEM - MARQUETTE,850 W BARAGA AVE,-,MARQUETTE,MI,49855,Marquette,(906) 449-3800,5,Hip or femur fracture,17,-
23T054,UP HEALTH SYSTEM - MARQUETTE,850 W BARAGA AVE,-,MARQUETTE,MI,49855,Marquette,(906) 449-3800,5,"Hip or knee replacement, amputation or other bone or joint condition",42,-
23T054,UP HEALTH SYSTEM - MARQUETTE,850 W BARAGA AVE,-,MARQUETTE,MI,49855,Marquette,(906) 449-3800,5,Nervous system disorder (excluding stroke),29,-
23T054,UP HEALTH SYSTEM - MARQUETTE,850 W BARAGA AVE,-,MARQUETTE,MI,49855,Marquette,(906) 449-3800,5,Spinal cord disease or condition (non-traumatic),11,-
23T054,UP HEALTH SYSTEM - MARQUETTE,850 W BARAGA AVE,-,MARQUETTE,MI,49855,Marquette,(906) 449-3800,5,Spinal cord injury (traumatic),Less than 11,1
23T054,UP HEALTH SYSTEM - MARQUETTE,850 W BARAGA AVE,-,MARQUETTE,MI,49855,Marquette,(906) 449-3800,5,Stroke,48,-
23T066,HACKLEY HOSPITAL,1700 CLINTON STREET,-,MUSKEGON,MI,49443,Muskegon,(231) 728-4007,5,All other conditions,119,-
23T066,HACKLEY HOSPITAL,1700 CLINTON STREET,-,MUSKEGON,MI,49443,Muskegon,(231) 728-4007,5,Brain disease or condition (non-traumatic),14,-
23T066,HACKLEY HOSPITAL,1700 CLINTON STREET,-,MUSKEGON,MI,49443,Muskegon,(231) 728-4007,5,Brain injury (traumatic),30,-
23T066,HACKLEY HOSPITAL,1700 CLINTON STREET,-,MUSKEGON,MI,49443,Muskegon,(231) 728-4007,5,Hip or femur fracture,33,-
23T066,HACKLEY HOSPITAL,1700 CLINTON STREET,-,MUSKEGON,MI,49443,Muskegon,(231) 728-4007,5,"Hip or knee replacement, amputation or other bone or joint condition",45,-
23T066,HACKLEY HOSPITAL,1700 CLINTON STREET,-,MUSKEGON,MI,49443,Muskegon,(231) 728-4007,5,Nervous system disorder (excluding stroke),16,-
23T066,HACKLEY HOSPITAL,1700 CLINTON STREET,-,MUSKEGON,MI,49443,Muskegon,(231) 728-4007,5,Spinal cord disease or condition (non-traumatic),33,-
23T066,HACKLEY HOSPITAL,1700 CLINTON STREET,-,MUSKEGON,MI,49443,Muskegon,(231) 728-4007,5,Spinal cord injury (traumatic),Less than 11,1
23T066,HACKLEY HOSPITAL,1700 CLINTON STREET,-,MUSKEGON,MI,49443,Muskegon,(231) 728-4007,5,Stroke,126,-
23T070,MARY FREE BED AT COVENANT,515 MICHIGAN AVENUE,-,SAGINAW,MI,48602,Saginaw,(989) 583-2817,5,All other conditions,296,-
23T070,MARY FREE BED AT COVENANT,515 MICHIGAN AVENUE,-,SAGINAW,MI,48602,Saginaw,(989) 583-2817,5,Brain disease or condition (non-traumatic),62,-
23T070,MARY FREE BED AT COVENANT,515 MICHIGAN AVENUE,-,SAGINAW,MI,48602,Saginaw,(989) 583-2817,5,Brain injury (traumatic),54,-
23T070,MARY FREE BED AT COVENANT,515 MICHIGAN AVENUE,-,SAGINAW,MI,48602,Saginaw,(989) 583-2817,5,Hip or femur fracture,43,-
23T070,MARY FREE BED AT COVENANT,515 MICHIGAN AVENUE,-,SAGINAW,MI,48602,Saginaw,(989) 583-2817,5,"Hip or knee replacement, amputation or other bone or joint condition",110,-
23T070,MARY FREE BED AT COVENANT,515 MICHIGAN AVENUE,-,SAGINAW,MI,48602,Saginaw,(989) 583-2817,5,Nervous system disorder (excluding stroke),88,-
23T070,MARY FREE BED AT COVENANT,515 MICHIGAN AVENUE,-,SAGINAW,MI,48602,Saginaw,(989) 583-2817,5,Spinal cord disease or condition (non-traumatic),27,-
23T070,MARY FREE BED AT COVENANT,515 MICHIGAN AVENUE,-,SAGINAW,MI,48602,Saginaw,(989) 583-2817,5,Spinal cord injury (traumatic),Less than 11,1
23T070,MARY FREE BED AT COVENANT,515 MICHIGAN AVENUE,-,SAGINAW,MI,48602,Saginaw,(989) 583-2817,5,Stroke,199,-
23T077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,-,SAGINAW,MI,48601,Saginaw,(989) 776-1677,5,All other conditions,Not Available,2
23T077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,-,SAGINAW,MI,48601,Saginaw,(989) 776-1677,5,Brain disease or condition (non-traumatic),Not Available,2
23T077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,-,SAGINAW,MI,48601,Saginaw,(989) 776-1677,5,Brain injury (traumatic),Not Available,2
23T077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,-,SAGINAW,MI,48601,Saginaw,(989) 776-1677,5,Hip or femur fracture,Not Available,2
23T077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,-,SAGINAW,MI,48601,Saginaw,(989) 776-1677,5,"Hip or knee replacement, amputation or other bone or joint condition",Not Available,2
23T077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,-,SAGINAW,MI,48601,Saginaw,(989) 776-1677,5,Nervous system disorder (excluding stroke),Not Available,2
23T077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,-,SAGINAW,MI,48601,Saginaw,(989) 776-1677,5,Spinal cord disease or condition (non-traumatic),Not Available,2
23T077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,-,SAGINAW,MI,48601,Saginaw,(989) 776-1677,5,Spinal cord injury (traumatic),Not Available,2
23T077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,-,SAGINAW,MI,48601,Saginaw,(989) 776-1677,5,Stroke,Not Available,2
23T078,COMMUNITY REHABILITATION CENTER,400 MEDICAL PARK DRIVE,-,WATERVLIET,MI,49098,Berrien,(502) 596-6346,5,All other conditions,52,-
23T078,COMMUNITY REHABILITATION CENTER,400 MEDICAL PARK DRIVE,-,WATERVLIET,MI,49098,Berrien,(502) 596-6346,5,Brain disease or condition (non-traumatic),Less than 11,1
23T078,COMMUNITY REHABILITATION CENTER,400 MEDICAL PARK DRIVE,-,WATERVLIET,MI,49098,Berrien,(502) 596-6346,5,Brain injury (traumatic),11,-
23T078,COMMUNITY REHABILITATION CENTER,400 MEDICAL PARK DRIVE,-,WATERVLIET,MI,49098,Berrien,(502) 596-6346,5,Hip or femur fracture,56,-
23T078,COMMUNITY REHABILITATION CENTER,400 MEDICAL PARK DRIVE,-,WATERVLIET,MI,49098,Berrien,(502) 596-6346,5,"Hip or knee replacement, amputation or other bone or joint condition",42,-
23T078,COMMUNITY REHABILITATION CENTER,400 MEDICAL PARK DRIVE,-,WATERVLIET,MI,49098,Berrien,(502) 596-6346,5,Nervous system disorder (excluding stroke),Less than 11,1
23T078,COMMUNITY REHABILITATION CENTER,400 MEDICAL PARK DRIVE,-,WATERVLIET,MI,49098,Berrien,(502) 596-6346,5,Spinal cord disease or condition (non-traumatic),21,-
23T078,COMMUNITY REHABILITATION CENTER,400 MEDICAL PARK DRIVE,-,WATERVLIET,MI,49098,Berrien,(502) 596-6346,5,Spinal cord injury (traumatic),Less than 11,1
23T078,COMMUNITY REHABILITATION CENTER,400 MEDICAL PARK DRIVE,-,WATERVLIET,MI,49098,Berrien,(502) 596-6346,5,Stroke,82,-
23T093,MECOSTA COUNTY MEDICAL CENTER,605 OAK ST,-,BIG RAPIDS,MI,49307,Mecosta,(231) 592-4455,5,All other conditions,Not Available,2
23T093,MECOSTA COUNTY MEDICAL CENTER,605 OAK ST,-,BIG RAPIDS,MI,49307,Mecosta,(231) 592-4455,5,Brain disease or condition (non-traumatic),Not Available,2
23T093,MECOSTA COUNTY MEDICAL CENTER,605 OAK ST,-,BIG RAPIDS,MI,49307,Mecosta,(231) 592-4455,5,Brain injury (traumatic),Not Available,2
23T093,MECOSTA COUNTY MEDICAL CENTER,605 OAK ST,-,BIG RAPIDS,MI,49307,Mecosta,(231) 592-4455,5,Hip or femur fracture,Not Available,2
23T093,MECOSTA COUNTY MEDICAL CENTER,605 OAK ST,-,BIG RAPIDS,MI,49307,Mecosta,(231) 592-4455,5,"Hip or knee replacement, amputation or other bone or joint condition",Not Available,2
23T093,MECOSTA COUNTY MEDICAL CENTER,605 OAK ST,-,BIG RAPIDS,MI,49307,Mecosta,(231) 592-4455,5,Nervous system disorder (excluding stroke),Not Available,2
23T093,MECOSTA COUNTY MEDICAL CENTER,605 OAK ST,-,BIG RAPIDS,MI,49307,Mecosta,(231) 592-4455,5,Spinal cord disease or condition (non-traumatic),Not Available,2
23T093,MECOSTA COUNTY MEDICAL CENTER,605 OAK ST,-,BIG RAPIDS,MI,49307,Mecosta,(231) 592-4455,5,Spinal cord injury (traumatic),Not Available,2
23T093,MECOSTA COUNTY MEDICAL CENTER,605 OAK ST,-,BIG RAPIDS,MI,49307,Mecosta,(231) 592-4455,5,Stroke,Not Available,2
23T097,MARY FREE BED AT MUNSON,1105 6TH ST.,-,TRAVERSE CITY,MI,49684,Grand Traverse,-,5,All other conditions,37,-
23T097,MARY FREE BED AT MUNSON,1105 6TH ST.,-,TRAVERSE CITY,MI,49684,Grand Traverse,-,5,Brain disease or condition (non-traumatic),31,-
23T097,MARY FREE BED AT MUNSON,1105 6TH ST.,-,TRAVERSE CITY,MI,49684,Grand Traverse,-,5,Brain injury (traumatic),26,-
23T097,MARY FREE BED AT MUNSON,1105 6TH ST.,-,TRAVERSE CITY,MI,49684,Grand Traverse,-,5,Hip or femur fracture,18,-
23T097,MARY FREE BED AT MUNSON,1105 6TH ST.,-,TRAVERSE CITY,MI,49684,Grand Traverse,-,5,"Hip or knee replacement, amputation or other bone or joint condition",61,-
23T097,MARY FREE BED AT MUNSON,1105 6TH ST.,-,TRAVERSE CITY,MI,49684,Grand Traverse,-,5,Nervous system disorder (excluding stroke),37,-
23T097,MARY FREE BED AT MUNSON,1105 6TH ST.,-,TRAVERSE CITY,MI,49684,Grand Traverse,-,5,Spinal cord disease or condition (non-traumatic),30,-
23T097,MARY FREE BED AT MUNSON,1105 6TH ST.,-,TRAVERSE CITY,MI,49684,Grand Traverse,-,5,Spinal cord injury (traumatic),Less than 11,1
23T097,MARY FREE BED AT MUNSON,1105 6TH ST.,-,TRAVERSE CITY,MI,49684,Grand Traverse,-,5,Stroke,132,-
23T105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE.,-,PETOSKEY,MI,49770,Emmet,(502) 596-6346,5,All other conditions,32,-
23T105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE.,-,PETOSKEY,MI,49770,Emmet,(502) 596-6346,5,Brain disease or condition (non-traumatic),14,-
23T105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE.,-,PETOSKEY,MI,49770,Emmet,(502) 596-6346,5,Brain injury (traumatic),17,-
23T105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE.,-,PETOSKEY,MI,49770,Emmet,(502) 596-6346,5,Hip or femur fracture,19,-
23T105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE.,-,PETOSKEY,MI,49770,Emmet,(502) 596-6346,5,"Hip or knee replacement, amputation or other bone or joint condition",32,-
23T105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE.,-,PETOSKEY,MI,49770,Emmet,(502) 596-6346,5,Nervous system disorder (excluding stroke),14,-
23T105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE.,-,PETOSKEY,MI,49770,Emmet,(502) 596-6346,5,Spinal cord disease or condition (non-traumatic),14,-
23T105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE.,-,PETOSKEY,MI,49770,Emmet,(502) 596-6346,5,Spinal cord injury (traumatic),Less than 11,1
23T105,MCLAREN NORTHERN MICHIGAN,416 CONNABLE AVE.,-,PETOSKEY,MI,49770,Emmet,(502) 596-6346,5,Stroke,27,-
23T117,BORGESS MEDICAL CENTER,1521 GULL RD,-,KALAMAZOO,MI,49048,Kalamazoo,(269) 226-6618,5,All other conditions,48,-
23T117,BORGESS MEDICAL CENTER,1521 GULL RD,-,KALAMAZOO,MI,49048,Kalamazoo,(269) 226-6618,5,Brain disease or condition (non-traumatic),13,-
23T117,BORGESS MEDICAL CENTER,1521 GULL RD,-,KALAMAZOO,MI,49048,Kalamazoo,(269) 226-6618,5,Brain injury (traumatic),16,-
23T117,BORGESS MEDICAL CENTER,1521 GULL RD,-,KALAMAZOO,MI,49048,Kalamazoo,(269) 226-6618,5,Hip or femur fracture,15,-
23T117,BORGESS MEDICAL CENTER,1521 GULL RD,-,KALAMAZOO,MI,49048,Kalamazoo,(269) 226-6618,5,"Hip or knee replacement, amputation or other bone or joint condition",57,-
23T117,BORGESS MEDICAL CENTER,1521 GULL RD,-,KALAMAZOO,MI,49048,Kalamazoo,(269) 226-6618,5,Nervous system disorder (excluding stroke),18,-
23T117,BORGESS MEDICAL CENTER,1521 GULL RD,-,KALAMAZOO,MI,49048,Kalamazoo,(269) 226-6618,5,Spinal cord disease or condition (non-traumatic),11,-
23T117,BORGESS MEDICAL CENTER,1521 GULL RD,-,KALAMAZOO,MI,49048,Kalamazoo,(269) 226-6618,5,Spinal cord injury (traumatic),Less than 11,1
23T117,BORGESS MEDICAL CENTER,1521 GULL RD,-,KALAMAZOO,MI,49048,Kalamazoo,(269) 226-6618,5,Stroke,79,-
23T130,BEAUMONT - ROYAL OAK,3601 W 13 MILE RD.,-,ROYAL OAK,MI,48073,Oakland,(248) 898-7319,5,All other conditions,205,-
23T130,BEAUMONT - ROYAL OAK,3601 W 13 MILE RD.,-,ROYAL OAK,MI,48073,Oakland,(248) 898-7319,5,Brain disease or condition (non-traumatic),180,-
23T130,BEAUMONT - ROYAL OAK,3601 W 13 MILE RD.,-,ROYAL OAK,MI,48073,Oakland,(248) 898-7319,5,Brain injury (traumatic),55,-
23T130,BEAUMONT - ROYAL OAK,3601 W 13 MILE RD.,-,ROYAL OAK,MI,48073,Oakland,(248) 898-7319,5,Hip or femur fracture,87,-
23T130,BEAUMONT - ROYAL OAK,3601 W 13 MILE RD.,-,ROYAL OAK,MI,48073,Oakland,(248) 898-7319,5,"Hip or knee replacement, amputation or other bone or joint condition",147,-
23T130,BEAUMONT - ROYAL OAK,3601 W 13 MILE RD.,-,ROYAL OAK,MI,48073,Oakland,(248) 898-7319,5,Nervous system disorder (excluding stroke),440,-
23T130,BEAUMONT - ROYAL OAK,3601 W 13 MILE RD.,-,ROYAL OAK,MI,48073,Oakland,(248) 898-7319,5,Spinal cord disease or condition (non-traumatic),67,-
23T130,BEAUMONT - ROYAL OAK,3601 W 13 MILE RD.,-,ROYAL OAK,MI,48073,Oakland,(248) 898-7319,5,Spinal cord injury (traumatic),23,-
23T130,BEAUMONT - ROYAL OAK,3601 W 13 MILE RD.,-,ROYAL OAK,MI,48073,Oakland,(248) 898-7319,5,Stroke,165,-
23T132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,-,FLINT,MI,48503,Genesee,(810) 262-6200,5,All other conditions,56,-
23T132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,-,FLINT,MI,48503,Genesee,(810) 262-6200,5,Brain disease or condition (non-traumatic),12,-
23T132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,-,FLINT,MI,48503,Genesee,(810) 262-6200,5,Brain injury (traumatic),Less than 11,1
23T132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,-,FLINT,MI,48503,Genesee,(810) 262-6200,5,Hip or femur fracture,22,-
23T132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,-,FLINT,MI,48503,Genesee,(810) 262-6200,5,"Hip or knee replacement, amputation or other bone or joint condition",23,-
23T132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,-,FLINT,MI,48503,Genesee,(810) 262-6200,5,Nervous system disorder (excluding stroke),23,-
23T132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,-,FLINT,MI,48503,Genesee,(810) 262-6200,5,Spinal cord disease or condition (non-traumatic),22,-
23T132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,-,FLINT,MI,48503,Genesee,(810) 262-6200,5,Spinal cord injury (traumatic),Less than 11,1
23T132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,-,FLINT,MI,48503,Genesee,(810) 262-6200,5,Stroke,54,-
23T141,MCLAREN REGIONAL MEDICAL CENTER,401 SOUTH BALLENGER HIGHWAY,-,FLINT,MI,48532,Genesee,(810) 342-5201,5,All other conditions,89,-
23T141,MCLAREN REGIONAL MEDICAL CENTER,401 SOUTH BALLENGER HIGHWAY,-,FLINT,MI,48532,Genesee,(810) 342-5201,5,Brain disease or condition (non-traumatic),20,-
23T141,MCLAREN REGIONAL MEDICAL CENTER,401 SOUTH BALLENGER HIGHWAY,-,FLINT,MI,48532,Genesee,(810) 342-5201,5,Brain injury (traumatic),22,-
23T141,MCLAREN REGIONAL MEDICAL CENTER,401 SOUTH BALLENGER HIGHWAY,-,FLINT,MI,48532,Genesee,(810) 342-5201,5,Hip or femur fracture,16,-
23T141,MCLAREN REGIONAL MEDICAL CENTER,401 SOUTH BALLENGER HIGHWAY,-,FLINT,MI,48532,Genesee,(810) 342-5201,5,"Hip or knee replacement, amputation or other bone or joint condition",42,-
23T141,MCLAREN REGIONAL MEDICAL CENTER,401 SOUTH BALLENGER HIGHWAY,-,FLINT,MI,48532,Genesee,(810) 342-5201,5,Nervous system disorder (excluding stroke),29,-
23T141,MCLAREN REGIONAL MEDICAL CENTER,401 SOUTH BALLENGER HIGHWAY,-,FLINT,MI,48532,Genesee,(810) 342-5201,5,Spinal cord disease or condition (non-traumatic),14,-
23T141,MCLAREN REGIONAL MEDICAL CENTER,401 SOUTH BALLENGER HIGHWAY,-,FLINT,MI,48532,Genesee,(810) 342-5201,5,Spinal cord injury (traumatic),Not Available,2
23T141,MCLAREN REGIONAL MEDICAL CENTER,401 SOUTH BALLENGER HIGHWAY,-,FLINT,MI,48532,Genesee,(810) 342-5201,5,Stroke,116,-
23T146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE,-,WYANDOTTE,MI,48192,Wayne,(734) 246-8962,5,All other conditions,91,-
23T146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE,-,WYANDOTTE,MI,48192,Wayne,(734) 246-8962,5,Brain disease or condition (non-traumatic),46,-
23T146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE,-,WYANDOTTE,MI,48192,Wayne,(734) 246-8962,5,Brain injury (traumatic),Less than 11,1
23T146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE,-,WYANDOTTE,MI,48192,Wayne,(734) 246-8962,5,Hip or femur fracture,28,-
23T146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE,-,WYANDOTTE,MI,48192,Wayne,(734) 246-8962,5,"Hip or knee replacement, amputation or other bone or joint condition",30,-
23T146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE,-,WYANDOTTE,MI,48192,Wayne,(734) 246-8962,5,Nervous system disorder (excluding stroke),50,-
23T146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE,-,WYANDOTTE,MI,48192,Wayne,(734) 246-8962,5,Spinal cord disease or condition (non-traumatic),22,-
23T146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE,-,WYANDOTTE,MI,48192,Wayne,(734) 246-8962,5,Spinal cord injury (traumatic),Less than 11,1
23T146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE,-,WYANDOTTE,MI,48192,Wayne,(734) 246-8962,5,Stroke,101,-
23T151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVE,-,FARMINGTON HILLS,MI,48336,Oakland,(248) 471-8769,5,All other conditions,39,-
23T151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVE,-,FARMINGTON HILLS,MI,48336,Oakland,(248) 471-8769,5,Brain disease or condition (non-traumatic),24,-
23T151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVE,-,FARMINGTON HILLS,MI,48336,Oakland,(248) 471-8769,5,Brain injury (traumatic),28,-
23T151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVE,-,FARMINGTON HILLS,MI,48336,Oakland,(248) 471-8769,5,Hip or femur fracture,23,-
23T151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVE,-,FARMINGTON HILLS,MI,48336,Oakland,(248) 471-8769,5,"Hip or knee replacement, amputation or other bone or joint condition",24,-
23T151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVE,-,FARMINGTON HILLS,MI,48336,Oakland,(248) 471-8769,5,Nervous system disorder (excluding stroke),30,-
23T151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVE,-,FARMINGTON HILLS,MI,48336,Oakland,(248) 471-8769,5,Spinal cord disease or condition (non-traumatic),16,-
23T151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVE,-,FARMINGTON HILLS,MI,48336,Oakland,(248) 471-8769,5,Spinal cord injury (traumatic),Less than 11,1
23T151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVE,-,FARMINGTON HILLS,MI,48336,Oakland,(248) 471-8769,5,Stroke,56,-
23T156,ST. JOSEPH MERCY HOSPITAL-ANN ARBOR,5301 EAST HURON RIVER DRIVE,-,ANN ARBOR,MI,48106,Washtenaw,(734) 712-5358,5,All other conditions,102,-
23T156,ST. JOSEPH MERCY HOSPITAL-ANN ARBOR,5301 EAST HURON RIVER DRIVE,-,ANN ARBOR,MI,48106,Washtenaw,(734) 712-5358,5,Brain disease or condition (non-traumatic),27,-
23T156,ST. JOSEPH MERCY HOSPITAL-ANN ARBOR,5301 EAST HURON RIVER DRIVE,-,ANN ARBOR,MI,48106,Washtenaw,(734) 712-5358,5,Brain injury (traumatic),42,-
23T156,ST. JOSEPH MERCY HOSPITAL-ANN ARBOR,5301 EAST HURON RIVER DRIVE,-,ANN ARBOR,MI,48106,Washtenaw,(734) 712-5358,5,Hip or femur fracture,Less than 11,1
23T156,ST. JOSEPH MERCY HOSPITAL-ANN ARBOR,5301 EAST HURON RIVER DRIVE,-,ANN ARBOR,MI,48106,Washtenaw,(734) 712-5358,5,"Hip or knee replacement, amputation or other bone or joint condition",38,-
23T156,ST. JOSEPH MERCY HOSPITAL-ANN ARBOR,5301 EAST HURON RIVER DRIVE,-,ANN ARBOR,MI,48106,Washtenaw,(734) 712-5358,5,Nervous system disorder (excluding stroke),20,-
23T156,ST. JOSEPH MERCY HOSPITAL-ANN ARBOR,5301 EAST HURON RIVER DRIVE,-,ANN ARBOR,MI,48106,Washtenaw,(734) 712-5358,5,Spinal cord disease or condition (non-traumatic),34,-
23T156,ST. JOSEPH MERCY HOSPITAL-ANN ARBOR,5301 EAST HURON RIVER DRIVE,-,ANN ARBOR,MI,48106,Washtenaw,(734) 712-5358,5,Spinal cord injury (traumatic),17,-
23T156,ST. JOSEPH MERCY HOSPITAL-ANN ARBOR,5301 EAST HURON RIVER DRIVE,-,ANN ARBOR,MI,48106,Washtenaw,(734) 712-5358,5,Stroke,138,-
23T165,ASCENSION ST JOHN HOSPITAL,22101 MOROSS,-,DETROIT,MI,48236,Wayne,(313) 343-4546,5,All other conditions,89,-
23T165,ASCENSION ST JOHN HOSPITAL,22101 MOROSS,-,DETROIT,MI,48236,Wayne,(313) 343-4546,5,Brain disease or condition (non-traumatic),23,-
23T165,ASCENSION ST JOHN HOSPITAL,22101 MOROSS,-,DETROIT,MI,48236,Wayne,(313) 343-4546,5,Brain injury (traumatic),Less than 11,1
23T165,ASCENSION ST JOHN HOSPITAL,22101 MOROSS,-,DETROIT,MI,48236,Wayne,(313) 343-4546,5,Hip or femur fracture,21,-
23T165,ASCENSION ST JOHN HOSPITAL,22101 MOROSS,-,DETROIT,MI,48236,Wayne,(313) 343-4546,5,"Hip or knee replacement, amputation or other bone or joint condition",32,-
23T165,ASCENSION ST JOHN HOSPITAL,22101 MOROSS,-,DETROIT,MI,48236,Wayne,(313) 343-4546,5,Nervous system disorder (excluding stroke),72,-
23T165,ASCENSION ST JOHN HOSPITAL,22101 MOROSS,-,DETROIT,MI,48236,Wayne,(313) 343-4546,5,Spinal cord disease or condition (non-traumatic),28,-
23T165,ASCENSION ST JOHN HOSPITAL,22101 MOROSS,-,DETROIT,MI,48236,Wayne,(313) 343-4546,5,Spinal cord injury (traumatic),Less than 11,1
